Y,id,Organization.Name,Industries,Headquarters.Location,Description,CB.Rank..Company.,Estimated.Revenue.Range,Founded.Date,Founded.Date.Precision,Industry.Groups,Number.of.Founders,Number.of.Employees,Number.of.Funding.Rounds,Total.Funding.Amount,Number.of.Investors,IPO.Status,IPO.Date,Acquisition.Status,Number.of.Events,Number.of.Lead.Investors,Funding.Status,Last.Funding.Date,Last.Funding.Amount.Currency..in.USD.,Last.Funding.Type,IPqwery...Total.Patents,IPqwery...Total.Trademarks,Investment.Stage
1,73,Miso Robotics,"Artificial Intelligence, Consumer Electronics, Food and Beverage, Industrial Automation, Robotics, Smart Home","Pasadena, California, United States",Miso Robotics develops and manufactures artificial intelligence-driven robots that assist chefs to make food at restaurants.,1661,$1M to $10M,7/1/2016,month,"Artificial Intelligence, Consumer Electronics, Data and Analytics, Food and Beverage, Hardware, Manufacturing, Real Estate, Science and Engineering, Software",3,1-10,2,13100000,2,Private,NA,NA,NA,NA,Early Stage Venture,2/15/2018,10000000,Series B,6,7,NA
1,74,Soothe,"Health Care, Personal Health, Therapeutics, Wellness","West Hollywood, California, United States",Soothe is the world's leading on-demand wellness platform.,1672,$1M to $10M,3/1/2013,day,Health Care,2,51-100,5,78300000,12,Private,NA,Made Acquisitions,NA,2,Late Stage Venture,5/2/2018,31000000,Series C,0,6,NA
1,75,FabFitFun,"E-Commerce, Fashion, Subscription Service, Wellness","Los Angeles, California, United States",FabFitFun offers subscription services that allow its members to discover brands and products.,1673,$100M to $500M,1/1/2010,year,"Clothing and Apparel, Commerce and Shopping, Design, Health Care",4,51-100,2,83500000,19,Private,NA,Was Acquired,NA,2,M&A,1/30/2019,80000000,Series A,0,37,NA
1,76,GoodRx,"Health Care, Medical, Pharmaceutical","Santa Monica, California, United States",GoodRx believes prescription drugs should be affordable and convenient for everyone.,1679,$1M to $10M,1/1/2011,year,Health Care,3,101-250,3,1500000,10,Private,NA,Made Acquisitions,1,1,Private Equity,8/6/2018,NA,Private Equity,4,9,NA
1,77,PatientPop,"Digital Marketing, Health Care, Internet, SaaS","Santa Monica, California, United States",PatientPop is the only complete practice growth solution that empowers healthcare providers to thrive in the digital age.,1794,$1M to $10M,1/1/2014,year,"Health Care, Internet Services, Sales and Marketing, Software",2,251-500,4,75000000,4,Private,NA,NA,NA,3,Early Stage Venture,10/31/2018,25000000,Series B,0,2,NA
1,78,Ritual,"Consumer Goods, E-Commerce, Health Care, Medical, Subscription Service, Wellness","Culver City, California, United States",Ritual is a health and technology company that has reinvented the vitamin for a healthier future.,1800,$1M to $10M,6/1/2015,month,"Commerce and Shopping, Consumer Goods, Health Care",1,11-50,5,40500000,15,Private,NA,NA,2,3,Early Stage Venture,2/5/2019,25000000,Series B,1,9,NA
1,79,Viking Cruises,"Leisure, Travel","Woodland Hills, California, United States",Viking Cruises is a provider of worldwide river and ocean cruises.,1859,$50M to $100M,1/1/1997,year,"Community and Lifestyle, Travel and Tourism",1,1001-5000,1,500000000,2,Private,NA,NA,NA,2,Private Equity,9/12/2016,500000000,Private Equity,NA,NA,NA
1,80,The Boring Company,"Infrastructure, Logistics, Public Transportation, Transportation","Los Angeles, California, United States",The Boring Company aims to dig tunnels efficiently to facilitate an underground transportation network.,1871,NA,12/17/2016,day,Transportation,1,51-100,2,233000000,6,Private,NA,NA,NA,NA,NA,7/25/2019,120000000,Venture - Series Unknown,0,6,NA
1,81,Tala,"Big Data, Credit, Financial Services, Information Technology, Mobile, Software","Santa Monica, California, United States",Tala is a mobile technology and data science company that is oriented around financial services in emerging markets.,1876,$50M to $100M,10/1/2011,day,"Data and Analytics, Financial Services, Information Technology, Lending and Investments, Mobile, Software",1,501-1000,9,204439706,23,Private,NA,NA,2,5,Late Stage Venture,8/21/2019,110000000,Series D,NA,NA,NA
1,82,Welcome Technologies,"Education, Financial Services, FinTech, Health Care, Market Research, Marketing, Social Entrepreneurship","Los Angeles, California, United States","We build technology that's powering immigrant success with services across Finance, Education, Healthcare and more.",1899,Less than $1M,1/1/2002,year,"Community and Lifestyle, Data and Analytics, Design, Education, Financial Services, Health Care, Sales and Marketing",2,11-50,4,8000000,6,Private,NA,NA,NA,1,Early Stage Venture,3/3/2020,8000000,Series A,NA,NA,NA
1,83,DreamWorks Animation,"Animation, Film, Media and Entertainment","Glendale, California, United States","DreamWorks Animation SKG, Inc. engages in the development, production, and exploitation of animated films and associated characters",1917,$500M to $1B,10/12/1994,day,"Media and Entertainment, Video",NA,1001-5000,1,15000000,1,Delisted,2004-10-28,"Made Acquisitions, Was Acquired",1,NA,M&A,2/12/2015,15000000,Venture - Series Unknown,115,543,NA
1,84,Trace,"Quantified Self, Sensor, Sports","Huntington Beach, California, United States",Trace is the Action Sports Tracker.,2004,$1M to $10M,1/1/2004,year,"Biotechnology, Data and Analytics, Hardware, Sports",2,11-50,5,6000000,6,Private,NA,NA,NA,1,Early Stage Venture,10/20/2017,6000000,Series A,NA,NA,NA
1,85,Mavenlink,"Business Intelligence, Collaboration, Enterprise Software, Professional Services, Project Management, SaaS, Software","Irvine, California, United States",Mavenlink is a transformative SaaS platform for the modern professional services organization. ,2005,Less than $1M,9/1/2008,day,"Data and Analytics, Software",3,251-500,5,111464000,3,Private,NA,NA,7,2,Late Stage Venture,4/11/2019,48000000,Series E,1,1,NA
1,86,Virgin Orbit,"Aerospace, Satellite Communication, Space Travel","Long Beach, California, United States",Virgin Orbit focuses on dedicated launches of small satellites.,2006,Less than $1M,3/1/2017,month,"Hardware, Science and Engineering, Transportation",1,NA,1,9500000,1,Private,NA,NA,2,1,NA,11/6/2019,9500000,Grant,0,13,NA
1,87,AuditBoard,"Computer, Information Technology, SaaS, Software","Cerritos, California, United States",AuditBoard operates as a SOX compliance and audit software company.,2026,$1M to $10M,1/1/2014,year,"Consumer Electronics, Hardware, Information Technology, Software",2,101-250,3,43610000,3,Private,NA,NA,NA,2,Early Stage Venture,8/15/2018,40000000,Series B,0,4,NA
1,88,Service,"Customer Service, Mobile, Software, Travel","Los Angeles, California, United States",Service gets you paid when your flight is delayed or cancelled.,2058,Less than $1M,6/1/2015,month,"Mobile, Software, Travel and Tourism",1,NA,5,5140000,12,Private,NA,Made Acquisitions,1,1,Seed,6/4/2019,NA,Convertible Note,0,3,NA
1,89,Goop,"E-Commerce, Fashion, Health Care, Shopping, Travel, Wellness","Los Angeles, California, United States",Goop is a lifestyle brand providing digital content and commerce.,2063,$10M to $50M,1/1/2008,year,"Clothing and Apparel, Commerce and Shopping, Design, Health Care, Travel and Tourism",1,101-250,3,75000000,7,Private,NA,NA,3,3,Late Stage Venture,3/28/2018,50000000,Series C,0,32,NA
1,90,ChowNow,"Apps, Delivery Service, E-Commerce, Hospitality, Internet, Local, Mobile Apps, Restaurants","Playa Vista, California, United States",ChowNow powers branded online ordering systems for independent restaurants through the restaurants’ own websites.,2083,$1M to $10M,1/1/2010,year,"Apps, Commerce and Shopping, Food and Beverage, Internet Services, Mobile, Software, Transportation, Travel and Tourism",2,51-100,9,64036900,13,Private,NA,NA,4,3,Late Stage Venture,5/8/2019,21000000,Series C,0,4,NA
1,91,FloQast,"Accounting, B2B, Enterprise Software, SaaS, Software","Sherman Oaks, California, United States",FloQast is close management software built by accountants for accountants so they can close faster and more accurately.,2093,$1M to $10M,1/1/2013,year,"Financial Services, Professional Services, Software",2,101-250,7,119866665,7,Private,NA,NA,5,5,Late Stage Venture,1/21/2020,40000000,Series C,0,6,NA
1,92,Deep 6 AI,"Analytics, Artificial Intelligence, Clinical Trials, Health Care, Machine Learning, Pharmaceutical, Software","Pasadena, California, United States",Deep 6 AI is an AI-based platform that finds patients for clinical trials and it helps to provide cure to people.,2106,$1M to $10M,1/1/2015,year,"Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",2,11-50,2,17000000,4,Private,NA,NA,3,1,Early Stage Venture,11/25/2019,17000000,Series A,NA,NA,NA
1,93,ATTN:,"Digital Media, News, Social Media, Video","Los Angeles, California, United States",ATTN: is a content network that helps young people understand and impact the world around them.,2157,$1M to $10M,1/1/2014,year,"Content and Publishing, Internet Services, Media and Entertainment, Video",2,51-100,3,37099999,12,Private,NA,NA,1,2,Late Stage Venture,9/24/2018,15000000,Series C,0,2,NA
1,94,AirMap,"Aerospace, Autonomous Vehicles, Big Data, Drones, Navigation, Robotics","Santa Monica, California, United States",AirMap is the world’s leading airspace services platform for unmanned aircraft.,2180,$1M to $10M,12/1/2014,day,"Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation",2,51-100,4,43600000,18,Private,NA,Made Acquisitions,2,3,Seed,5/1/2019,NA,Seed,1,1,NA
1,95,Conversion Logic,"Analytics, SaaS, Software","Los Angeles, California, United States",Machine learning + cloud analytics for Enterprise B2C Marketers - the most intuitive cross-channel measurement and attribution platform.,2184,NA,1/1/2014,month,"Data and Analytics, Software",3,11-50,4,14100000,14,Private,NA,Was Acquired,1,2,M&A,3/8/2017,9000000,Series A,0,2,NA
1,96,Surf Air,"Air Transportation, Delivery, Logistics, Supply Chain Management, Transportation, Travel","Santa Monica, California, United States",Surf Air is a membership airline that offers first-class travel on executive aircraft.,2209,$1M to $10M,11/5/2011,day,"Administrative Services, Transportation, Travel and Tourism",5,51-100,12,107651032,23,Private,NA,Made Acquisitions,NA,4,NA,9/6/2018,9141645,Venture - Series Unknown,0,7,NA
1,97,Drinks,"B2C, Big Data, Commercial, E-Commerce, Wine And Spirits","Los Angeles, California, United States","DRINKS is disrupting the way wine is sold by bringing consumers the highest quality wine at the lowest prices, direct to their door",2230,$100M to $500M,9/1/2013,day,"Commerce and Shopping, Data and Analytics, Food and Beverage",4,51-100,3,28250000,9,Private,NA,Made Acquisitions,NA,2,Early Stage Venture,9/7/2018,15000000,Series B,0,5,NA
1,98,LegalZoom,"Consulting, Legal, Legal Tech, Professional Services","Glendale, California, United States",LegalZoom is a technology platform giving access to professional legal advice so people can protect what matters most.,2239,$10M to $50M,12/1/1999,day,Professional Services,3,1001-5000,5,811000000,10,Private,NA,Made Acquisitions,4,4,NA,11/5/2018,NA,Venture - Series Unknown,1,23,NA
1,99,PlayVS,"Computer, eSports, Gaming, PC Games","Los Angeles, California, United States",PlayVS is an esports league that gives high school students the chance to compete for a state championship.,2261,$1M to $10M,1/1/2018,month,"Consumer Electronics, Gaming, Hardware, Sports",1,11-50,3,96000000,23,Private,NA,NA,NA,2,Late Stage Venture,9/18/2019,50000000,Series C,0,3,NA
1,100,Rubicon Project,"Advertising, Big Data, Real Time, Software","Playa Vista, California, United States",Rubicon Project is an advertising automation platform enabling premium publishers to transact advertising brands.,2262,$10M to $50M,5/1/2007,day,"Advertising, Data and Analytics, Sales and Marketing, Software",4,251-500,7,60000000,11,Public,2014-04-02,Made Acquisitions,12,3,IPO,11/1/2010,18000000,Venture - Series Unknown,11,16,NA
1,101,The Flex Company,"Consumer Goods, E-Commerce, Sex Tech","Venice, California, United States",The leader in innovation for period products,2283,$1M to $10M,8/1/2015,month,"Commerce and Shopping, Consumer Goods, Hardware, Software",3,11-50,5,7720000,9,Private,NA,Made Acquisitions,1,3,Seed,10/16/2018,3600000,Seed,2,5,NA
1,102,GOAT Group,"E-Commerce, Fashion, Marketplace, Mobile, Shoes","Culver City, California, United States",GOAT Group is the world's largest marketplace for authentic sneakers operating GOAT and Flight Club brands.,2284,$1B to $10B,1/1/2009,year,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Mobile",2,501-1000,6,197600000,23,Private,NA,Made Acquisitions,NA,4,NA,2/7/2019,100000000,Corporate Round,0,10,NA
1,103,Whip Media Group,"Content, Internet, Social Media, TV, Video","Santa Monica, California, United States",Whip Media Group tracks consumer actions and financial transactions to accelerate innovation for buyers and sellers of content.,2292,$1M to $10M,1/1/2014,year,"Internet Services, Media and Entertainment, Video",3,101-250,5,115000000,15,Private,NA,Made Acquisitions,NA,2,Late Stage Venture,1/29/2020,50000000,Series D,0,3,NA
1,104,Thrive Market,"Beauty, E-Commerce, Health Care, Retail, Shopping","Los Angeles, California, United States","Thrive Market is an online retailer with over 2,500 high-quality healthy foods, vitamins, home goods, and beauty supplies.",2296,$50M to $100M,1/1/2013,year,"Commerce and Shopping, Consumer Goods, Health Care",4,51-100,5,161879160,30,Private,NA,NA,1,2,Early Stage Venture,10/18/2016,10000000,Convertible Note,0,15,NA
1,105,Winc,"E-Commerce, Hospitality, Wine And Spirits","Los Angeles, California, United States","Winc is a modern winery with a direct connection to the consumer, building a portfolio of brands for the next generation of wine drinkers.",2303,$1M to $10M,1/1/2011,year,"Commerce and Shopping, Food and Beverage, Travel and Tourism",4,51-100,9,43873169,14,Private,NA,NA,2,5,Late Stage Venture,11/30/2019,2273169,Series D,0,104,NA
1,106,NEXT Trucking,Freight Service,"El Segundo, California, United States",NEXT Trucking is a technology platform connecting shippers with owner/operators and small fleets.,2335,$10M to $50M,10/18/2015,day,Transportation,2,101-250,5,124260000,9,Private,NA,NA,1,2,Late Stage Venture,1/23/2019,97000000,Series C,NA,NA,NA
1,107,The Bouqs Company,"Delivery, E-Commerce, Retail","Los Angeles, California, United States",The Bouqs Company is a cut-to-order online flower delivery service.,2380,$1M to $10M,11/1/2012,day,"Administrative Services, Commerce and Shopping",2,51-100,7,73100000,28,Private,NA,NA,2,3,Late Stage Venture,1/30/2020,30000000,Series D,0,6,NA
1,108,Wheels,"Autonomous Vehicles, Electric Vehicle, Transportation, Travel","Los Angeles, California, United States",Wheels operates a shared electric mobility platform designed to revolutionize dockless mobility.,2452,$1M to $10M,1/1/2018,year,"Transportation, Travel and Tourism",3,11-50,4,89749991,10,Private,NA,NA,NA,4,NA,10/16/2019,NA,Venture - Series Unknown,NA,NA,NA
