"","Y","id","Organization.Name","CB.Rank..Company.","Headquarters.Location","Industry.Groups","Description","Estimated.Revenue.Range","Founded.Date","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks"
"83",1,83,"DreamWorks Animation",1917,"Glendale, California, United States","Media and Entertainment, Video","DreamWorks Animation SKG, Inc. engages in the development, production, and exploitation of animated films and associated characters","$500M to $1B","10/12/1994","NA","1001-5000",1,1.5e+07,"1","Delisted","2004-10-28","Made Acquisitions, Was Acquired",1,NA,"M&A","2/12/2015","15000000","Venture - Series Unknown","115","543"
"84",1,84,"Trace",2004,"Huntington Beach, California, United States","Biotechnology, Data and Analytics, Hardware, Sports","Trace is the Action Sports Tracker.","$1M to $10M","1/1/2004","2","11-50",5,6e+06,"6","Private","NA","NA",NA,1,"Early Stage Venture","10/20/2017","6000000","Series A","NA","NA"
"85",1,85,"Mavenlink",2005,"Irvine, California, United States","Data and Analytics, Software","Mavenlink is a transformative SaaS platform for the modern professional services organization.","Less than $1M","9/1/2008","3","251-500",5,111464000,"3","Private","NA","NA",7,2,"Late Stage Venture","4/11/2019","48000000","Series E","1","1"
"86",1,86,"Virgin Orbit",2006,"Long Beach, California, United States","Hardware, Science and Engineering, Transportation","Virgin Orbit focuses on dedicated launches of small satellites.","Less than $1M","3/1/2017","1","NA",1,9500000,"1","Private","NA","NA",2,1,"NA","11/6/2019","9500000","Grant","0","13"
"87",1,87,"AuditBoard",2026,"Cerritos, California, United States","Consumer Electronics, Hardware, Information Technology, Software","AuditBoard operates as a SOX compliance and audit software company.","$1M to $10M","1/1/2014","2","101-250",3,43610000,"3","Private","NA","NA",NA,2,"Early Stage Venture","8/15/2018","40000000","Series B","0","4"
"88",1,88,"Service",2058,"Los Angeles, California, United States","Mobile, Software, Travel and Tourism","Service gets you paid when your flight is delayed or cancelled.","Less than $1M","6/1/2015","1","NA",5,5140000,"12","Private","NA","Made Acquisitions",1,1,"Seed","6/4/2019","NA","Convertible Note","0","3"
"89",1,89,"Goop",2063,"Los Angeles, California, United States","Clothing and Apparel, Commerce and Shopping, Design, Health Care, Travel and Tourism","Goop is a lifestyle brand providing digital content and commerce.","$10M to $50M","1/1/2008","1","101-250",3,7.5e+07,"7","Private","NA","NA",3,3,"Late Stage Venture","3/28/2018","50000000","Series C","0","32"
"90",1,90,"ChowNow",2083,"Playa Vista, California, United States","Apps, Commerce and Shopping, Food and Beverage, Internet Services, Mobile, Software, Transportation, Travel and Tourism","ChowNow powers branded online ordering systems for independent restaurants through the restaurants’ own websites.","$1M to $10M","1/1/2010","2","51-100",9,64036900,"13","Private","NA","NA",4,3,"Late Stage Venture","5/8/2019","21000000","Series C","0","4"
"91",1,91,"FloQast",2093,"Sherman Oaks, California, United States","Financial Services, Professional Services, Software","FloQast is close management software built by accountants for accountants so they can close faster and more accurately.","$1M to $10M","1/1/2013","2","101-250",7,119866665,"7","Private","NA","NA",5,5,"Late Stage Venture","1/21/2020","40000000","Series C","0","6"
"92",1,92,"Deep 6 AI",2106,"Pasadena, California, United States","Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software","Deep 6 AI is an AI-based platform that finds patients for clinical trials and it helps to provide cure to people.","$1M to $10M","1/1/2015","2","11-50",2,1.7e+07,"4","Private","NA","NA",3,1,"Early Stage Venture","11/25/2019","17000000","Series A","NA","NA"
"93",1,93,"ATTN:",2157,"Los Angeles, California, United States","Content and Publishing, Internet Services, Media and Entertainment, Video","ATTN: is a content network that helps young people understand and impact the world around them.","$1M to $10M","1/1/2014","2","51-100",3,37099999,"12","Private","NA","NA",1,2,"Late Stage Venture","9/24/2018","15000000","Series C","0","2"
"94",1,94,"AirMap",2180,"Santa Monica, California, United States","Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation","AirMap is the world’s leading airspace services platform for unmanned aircraft.","$1M to $10M","12/1/2014","2","51-100",4,43600000,"18","Private","NA","Made Acquisitions",2,3,"Seed","5/1/2019","NA","Seed","1","1"
"95",1,95,"Conversion Logic",2184,"Los Angeles, California, United States","Data and Analytics, Software","Machine learning + cloud analytics for Enterprise B2C Marketers - the most intuitive cross-channel measurement and attribution platform.","NA","1/1/2014","3","11-50",4,14100000,"14","Private","NA","Was Acquired",1,2,"M&A","3/8/2017","9000000","Series A","0","2"
"96",1,96,"Surf Air",2209,"Santa Monica, California, United States","Administrative Services, Transportation, Travel and Tourism","Surf Air is a membership airline that offers first-class travel on executive aircraft.","$1M to $10M","11/5/2011","5","51-100",12,107651032,"23","Private","NA","Made Acquisitions",NA,4,"NA","9/6/2018","9141645","Venture - Series Unknown","0","7"
"97",1,97,"Drinks",2230,"Los Angeles, California, United States","Commerce and Shopping, Data and Analytics, Food and Beverage","DRINKS is disrupting the way wine is sold by bringing consumers the highest quality wine at the lowest prices, direct to their door","$100M to $500M","9/1/2013","4","51-100",3,28250000,"9","Private","NA","Made Acquisitions",NA,2,"Early Stage Venture","9/7/2018","15000000","Series B","0","5"
"98",1,98,"LegalZoom",2239,"Glendale, California, United States","Professional Services","LegalZoom is a technology platform giving access to professional legal advice so people can protect what matters most.","$10M to $50M","12/1/1999","3","1001-5000",5,8.11e+08,"10","Private","NA","Made Acquisitions",4,4,"NA","11/5/2018","NA","Venture - Series Unknown","1","23"
"99",1,99,"PlayVS",2261,"Los Angeles, California, United States","Consumer Electronics, Gaming, Hardware, Sports","PlayVS is an esports league that gives high school students the chance to compete for a state championship.","$1M to $10M","1/1/2018","1","11-50",3,9.6e+07,"23","Private","NA","NA",NA,2,"Late Stage Venture","9/18/2019","50000000","Series C","0","3"
"100",1,100,"Rubicon Project",2262,"Playa Vista, California, United States","Advertising, Data and Analytics, Sales and Marketing, Software","Rubicon Project is an advertising automation platform enabling premium publishers to transact advertising brands.","$10M to $50M","5/1/2007","4","251-500",7,6e+07,"11","Public","2014-04-02","Made Acquisitions",12,3,"IPO","11/1/2010","18000000","Venture - Series Unknown","11","16"
"101",1,101,"The Flex Company",2283,"Venice, California, United States","Commerce and Shopping, Consumer Goods, Hardware, Software","The leader in innovation for period products","$1M to $10M","8/1/2015","3","11-50",5,7720000,"9","Private","NA","Made Acquisitions",1,3,"Seed","10/16/2018","3600000","Seed","2","5"
"102",1,102,"GOAT Group",2284,"Culver City, California, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Mobile","GOAT Group is the world's largest marketplace for authentic sneakers operating GOAT and Flight Club brands.","$1B to $10B","1/1/2009","2","501-1000",6,197600000,"23","Private","NA","Made Acquisitions",NA,4,"NA","2/7/2019","100000000","Corporate Round","0","10"
"103",1,103,"Whip Media Group",2292,"Santa Monica, California, United States","Internet Services, Media and Entertainment, Video","Whip Media Group tracks consumer actions and financial transactions to accelerate innovation for buyers and sellers of content.","$1M to $10M","1/1/2014","3","101-250",5,1.15e+08,"15","Private","NA","Made Acquisitions",NA,2,"Late Stage Venture","1/29/2020","50000000","Series D","0","3"
"104",1,104,"Thrive Market",2296,"Los Angeles, California, United States","Commerce and Shopping, Consumer Goods, Health Care","Thrive Market is an online retailer with over 2,500 high-quality healthy foods, vitamins, home goods, and beauty supplies.","$50M to $100M","1/1/2013","4","51-100",5,161879160,"30","Private","NA","NA",1,2,"Early Stage Venture","10/18/2016","10000000","Convertible Note","0","15"
"105",1,105,"Winc",2303,"Los Angeles, California, United States","Commerce and Shopping, Food and Beverage, Travel and Tourism","Winc is a modern winery with a direct connection to the consumer, building a portfolio of brands for the next generation of wine drinkers.","$1M to $10M","1/1/2011","4","51-100",9,43873169,"14","Private","NA","NA",2,5,"Late Stage Venture","11/30/2019","2273169","Series D","0","104"
"106",1,106,"NEXT Trucking",2335,"El Segundo, California, United States","Transportation","NEXT Trucking is a technology platform connecting shippers with owner/operators and small fleets.","$10M to $50M","10/18/2015","2","101-250",5,124260000,"9","Private","NA","NA",1,2,"Late Stage Venture","1/23/2019","97000000","Series C","NA","NA"
"107",1,107,"The Bouqs Company",2380,"Los Angeles, California, United States","Administrative Services, Commerce and Shopping","The Bouqs Company is a cut-to-order online flower delivery service.","$1M to $10M","11/1/2012","2","51-100",7,73100000,"28","Private","NA","NA",2,3,"Late Stage Venture","1/30/2020","30000000","Series D","0","6"
"108",1,108,"Wheels",2452,"Los Angeles, California, United States","Transportation, Travel and Tourism","Wheels operates a shared electric mobility platform designed to revolutionize dockless mobility.","$1M to $10M","1/1/2018","3","11-50",4,89749991,"10","Private","NA","NA",NA,4,"NA","10/16/2019","NA","Venture - Series Unknown","NA","NA"
"109",1,109,"AdQuick",2460,"Los Angeles, California, United States","Advertising, Commerce and Shopping, Sales and Marketing","AdQuick is a marketplace to buy and sell outdoor advertising.","$1M to $10M","1/1/2016","3","11-50",3,9200000,"10","Private","NA","NA",NA,2,"Early Stage Venture","2/13/2020","6000000","Series A","NA","NA"
"110",1,110,"Tempo Storm",2488,"Los Angeles, California, United States","Gaming, Media and Entertainment, Sports, Video","Tempo Storm is an American eSports professional video game team.","NA","1/1/2014","1","NA",1,3300000,"1","Private","NA","NA",1,1,"Seed","2/20/2020","3300000","Seed","NA","NA"
"111",1,111,"Bird",2495,"Santa Monica, California, United States","Apps, Mobile, Software, Transportation","Bird designs a vehicle sharing platform that provides affordable transportation solutions to communities across the world.","$10M to $50M","1/1/2017","1","501-1000",6,6.23e+08,"28","Private","NA","Made Acquisitions",NA,6,"Late Stage Venture","1/27/2020","75000000","Series D","4","8"
"112",1,112,"Pex",2501,"Los Angeles, California, United States","Content and Publishing, Media and Entertainment, Music and Audio, Video","Find, Track & Monetize Videos & Music Across The Web","NA","2/14/2014","1","51-100",1,7e+06,"5","Private","NA","Made Acquisitions",NA,2,"Seed","10/9/2017","7000000","Seed","NA","NA"
"113",1,113,"Kitchen United",2570,"Pasadena, California, United States","Agriculture and Farming, Food and Beverage","Kitchen United offers a turnkey solution that eliminates barriers to growth and enables restaurant brands to profitably expand.","NA","1/1/2017","1","1-10",2,5e+07,"5","Private","NA","NA",NA,2,"Early Stage Venture","9/19/2019","40000000","Series B","0","8"
"114",1,114,"Wondery",2588,"West Hollywood, California, United States","Media and Entertainment, Music and Audio","Wondery, a network of storytellers, creates and curates immersive podcasts.","Less than $1M","1/1/2016","1","11-50",3,1.5e+07,"13","Private","NA","NA",1,3,"Early Stage Venture","6/27/2019","10000000","Series B","0","10"
"115",1,115,"Fernish",2599,"Los Angeles, California, United States","Commerce and Shopping, Community and Lifestyle, Consumer Goods, Design, Real Estate","Fernish offers premium furniture & décor rentals that turn your space into a meaningful home you love.","NA","1/1/2017","2","11-50",3,3e+07,"7","Private","NA","NA",NA,2,"NA","1/24/2019","30000000","Undisclosed","NA","NA"
"116",1,116,"Age of Learning",2625,"Glendale, California, United States","Education, Software","Age of Learning provides a comprehensive and engaging online curriculum for pre-k, kindergarten, and early elementary school programs.","$10M to $50M","2/1/2007","1","501-1000",3,181500000,"3","Private","NA","NA",2,1,"Early Stage Venture","5/3/2016","150000000","Series A","15","35"
"117",1,117,"Fuel50",2644,"Laguna Niguel, California, United States","Education, Health Care, Internet Services, Professional Services, Software","Fuel50 increases employee engagement and retention with gamified career growth tools for career visibility, leader coaching, and more.","$1M to $10M","1/1/2013","2","11-50",7,20627957,"4","Private","NA","NA",NA,3,"Early Stage Venture","8/1/2019","14000000","Series B","NA","NA"
"118",1,118,"TrueCar",2656,"Santa Monica, California, United States","Apps, Mobile, Software, Transportation","TrueCar is an information and technology platform that enables its users to communicate with TrueCar certified dealers.","$50M to $100M","1/1/2005","5","501-1000",8,340362625,"19","Public","2014-05-23","Made Acquisitions",2,2,"IPO","12/12/2013","30000000","Venture - Series Unknown","88","36"
