"","Y","id","Organization.Name","Industries","Headquarters.Location","Description","CB.Rank..Company.","Estimated.Revenue.Range","Founded.Date","Founded.Date.Precision","Industry.Groups","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks","Investment.Stage"
"102",1,102,"GOAT Group","E-Commerce, Fashion, Marketplace, Mobile, Shoes","Culver City, California, United States","GOAT Group is the world's largest marketplace for authentic sneakers operating GOAT and Flight Club brands.",2284,"$1B to $10B","1/1/2009","year","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Mobile","2","501-1000",6,197600000,"23","Private","NA","Made Acquisitions","NA","4","NA","2/7/2019","100000000","Corporate Round","0","10","NA"
"921",0,921,"FanDragon Technologies","Blockchain, Information Technology, SaaS, Ticketing","West Hollywood, California, United States","Global Ticketing Distribution",21597,"NA","1/1/2018","year","Events, Information Technology, Media and Entertainment, Software","1","11-50",1,1.2e+07,"NA","Private","NA","NA","NA","NA","NA","7/24/2019","12000000","Venture - Series Unknown","0","10","NA"
"419",1,419,"Gento","Health Care, Home Health Care","Los Angeles, California, United States","Gento is transforming the way in-home care is delivered by directly connecting providers, clinicians, and patients.",9269,"Less than $1M","4/1/2016","day","Health Care","2","11-50",2,5e+06,"1","Private","NA","NA","NA","1","Early Stage Venture","2/5/2020","5000000","Series A","0","2","NA"
"1688",0,1688,"Hyperice","Fitness, Health Care","Irvine, California, United States","HyperIce makes innovative vibrating foam rollers and ice compression wraps for training, faster muscle recovery, and rehabilitation.",41233,"$1M to $10M","1/1/2010","year","Health Care, Sports","1","11-50",1,NA,"2","Private","NA","Made Acquisitions","1","NA","Seed","2/17/2011","NA","Seed","23","46","NA"
"1074",0,1074,"Sentrian","Analytics, Big Data, Health Care, Hospitality, Information Technology, Machine Learning","Aliso Viejo, California, United States","Sentrian is using biosensors and machine learning to make spotting",25188,"$1M to $10M","1/1/2011","year","Artificial Intelligence, Data and Analytics, Health Care, Information Technology, Software, Travel and Tourism","1","11-50",9,15711000,"5","Private","NA","NA","NA","2","Early Stage Venture","12/5/2016","NA","Series A","0","1","NA"
"374",1,374,"Blockfolio","Bitcoin, Cryptocurrency, Financial Services, Mobile Apps, Virtual Currency","Santa Monica, California, United States","Blockfolio offers mobile portfolio tracking and management for the cryptocurrency and blockchain industry.",8340,"$1M to $10M","6/1/2014","month","Apps, Financial Services, Mobile, Payments, Software","3","11-50",4,17500000,"32","Private","NA","NA","NA","2","Early Stage Venture","8/5/2019","2550000","Series A","0","3","NA"
"263",1,263,"Dreamscape Immersive","Digital Entertainment, Virtual Reality","Santa Monica, California, United States","Dreamscape Immersive is a company that uses VR technologies to create an entirely new form of mainstream location based entertainment.",6030,"$1M to $10M","1/1/2016","year","Hardware, Media and Entertainment, Software","5","NA",3,36717760,"11","Private","NA","NA","NA","2","Early Stage Venture","9/26/2017","30000000","Series B","0","11","NA"
"1672",0,1672,"KeepItSafe","Cloud Data Services, Cloud Infrastructure, Cloud Storage, Data Storage, SaaS","Los Angeles, California, United States","KeepItSafe offers global cloud data availability for Backup, Disaster Recovery-as-a-Service (DRaaS), Endpoint and SaaS data protection. ",40776,"NA","6/3/2003","day","Hardware, Information Technology, Internet Services, Software","1","501-1000",1,6470000,"1","Private","NA","Was Acquired","NA","1","M&A","12/15/2011","8421244","Series A","13","10","NA"
"1237",0,1237,"Codesmith","Enterprise Software, SaaS, Software, Software Engineering","Los Angeles, California, United States","Immersive Software Engineering program",29418,"Less than $1M","4/21/2015","day","Science and Engineering, Software","3","51-100",1,1100000,"1","Private","NA","NA","NA","1","Seed","10/18/2016","1100000","Seed","NA","NA","NA"
"440",1,440,"ICON Aircraft","Aerospace, Hardware, Infrastructure, Transportation","Los Angeles, California, United States","ICON Aircraft's mission is to bring the freedom, fun, and adventure of flying to all who have dreamed of flight.",9620,"$10M to $50M","1/1/2005","year","Hardware, Science and Engineering, Transportation","2","51-100",5,89466000,"9","Private","NA","NA","NA","2","Late Stage Venture","6/20/2013","60000000","Series D","37","28","NA"
"1037",0,1037,"Epoxy","Digital Media, Social Media, Software, Video","Los Angeles, California, United States","Epoxy builds tools to help YouTubers and networks optimize their business and deepen the relationship with their audience.",24350,"NA","1/1/2012","year","Internet Services, Media and Entertainment, Software, Video","2","11-50",3,8500000,"9","Private","NA","Was Acquired","1","3","M&A","1/1/2015","NA","Venture - Series Unknown","NA","NA","NA"
"994",0,994,"Rosa Labs","Food Processing, Health Care, Wellness","Los Angeles, California, United States","Rosa Labs strives to create innovative nutritional products.",23269,"$1M to $10M","1/1/2013","year","Food and Beverage, Health Care","4","11-50",2,21500000,"NA","Private","NA","NA","NA","NA","Early Stage Venture","1/14/2015","20000000","Series A","NA","NA","NA"
"1221",0,1221,"ZendyHealth","Beauty, Cosmetic Surgery, Cosmetics, Dental, E-Commerce, Health Care","Los Angeles, California, United States","ZendyHealth (ZH) makes it easier than ever before to search and save on health and dental services.",29067,"Less than $1M","1/1/2012","year","Commerce and Shopping, Consumer Goods, Health Care","3","1-10",5,1850000,"10","Private","NA","NA","1","1","Seed","7/13/2016","500000","Convertible Note","NA","NA","NA"
"1654",0,1654,"ZON","Consumer Electronics, Mobile, Solar","El Segundo, California, United States","Welcome to ZON, a technology solution company catering to the charging demands of mobile device consumers.",40484,"Less than $1M","8/1/2012","month","Consumer Electronics, Energy, Hardware, Mobile, Natural Resources, Sustainability","2","1-10",1,2500000,"NA","Private","NA","NA","NA","NA","Seed","3/31/2015","2500000","Seed","NA","NA","NA"
"324",1,324,"Brace","Computer, Software","Santa Monica, California, United States","Brace allows for mortgage investors, servicers, and borrowers to work together seamlessly.",7213,"NA","1/1/2017","year","Consumer Electronics, Hardware, Software","2","11-50",2,1e+07,"7","Private","NA","NA","NA","1","Early Stage Venture","2/20/2020","10000000","Series A","0","1","NA"
"403",1,403,"CareerArc","Human Resources, SaaS","Los Angeles, California, United States","CareerArc is an HR technology company helping business leaders recruit and transition the modern workforce.",8849,"$1M to $10M","1/1/2009","year","Software","1","101-250",1,3e+07,"1","Private","NA","Made Acquisitions","2","1","Private Equity","1/14/2019","30000000","Private Equity","0","17","NA"
"1392",0,1392,"FinalPrice","Tourism, Travel, Travel Accommodations","Los Angeles, California, United States","FinalPrice is a private travel club for travel enthusiasts and professionals.",33705,"Less than $1M","1/1/2016","year","Travel and Tourism","1","1-10",2,5200000,"2","Private","NA","NA","NA","2","NA","6/20/2017","4000000","Venture - Series Unknown","0","1","NA"
"766",0,766,"Fulgent Therapeutics","Biotechnology, Genetics, Pharmaceutical, Therapeutics","Temple City, California, United States","Fulgent Therapeutics, LLC is a pharmaceutical company focusing on developing and commercializing innovative cancer therapeutics.",17545,"$10M to $50M","1/1/2011","year","Biotechnology, Health Care, Science and Engineering","1","11-50",3,34826400,"NA","Public","2016-09-28","NA","NA","NA","IPO","5/24/2016","27164700","Venture - Series Unknown","0","1","NA"
"1047",0,1047,"Treehouse Real Estate Investment Trust","Real Estate, Real Estate Investment","Culver City, California, United States","Treehouse Real Estate Investment Trust, Inc. (“Treehouse”) is a real estate investment company.",24449,"NA","1/1/2018","year","Financial Services, Real Estate","1","11-50",1,1.33e+08,"NA","Private","NA","NA","NA","NA","NA","1/7/2019","133000000","Undisclosed","NA","NA","NA"
"580",0,580,"ChromaDex","Internet, Wellness","Los Angeles, California, United States","ChromaDex is a global nutraceutical company devoted to improving the way people age.",12941,"NA","1/1/1999","year","Health Care, Internet Services","1","51-100",8,44735076,"2","Delisted","2008-06-30","NA","NA","1","IPO","11/28/2017","22999996","Post-IPO Equity","19","30","NA"
"1780",0,1780,"Flyr TV","Apps, Video, Video Editing","Los Angeles, California, United States","Flyr tv is currently featuring 6 premium channels, filled to the brim with quick, eye-catching videos.",44126,"Less than $1M","1/1/2014","year","Apps, Content and Publishing, Media and Entertainment, Software, Video","1","NA",2,1.1e+07,"1","Private","NA","NA","NA","1","Early Stage Venture","4/9/2018","6000000","Series A","NA","NA","NA"
"1746",0,1746,"PIMCO","Banking, Crowdfunding, Financial Services, Venture Capital","Newport Beach, California, United States","PIMCO, a global investment solutions provider that manages investments for public and private pension and retirement plans and other assets.",43025,"NA","1/1/1971","year","Financial Services, Lending and Investments","1","1001-5000",NA,NA,"NA","Private","NA","Made Acquisitions","2","NA","NA",NA,"NA","NA","1","53","NA"
"42",1,42,"CloudKitchens","Delivery Service, Real Estate, Restaurants, Software","Los Angeles, California, United States","CloudKitchens is a real estate company that provides smart kitchens for delivery-only restaurants.",881,"NA","1/1/2016","year","Food and Beverage, Real Estate, Software, Transportation","1","1-10",1,4e+08,"1","Private","NA","Made Acquisitions","NA","1","NA","11/7/2019","400000000","Venture - Series Unknown","NA","NA","NA"
"1",1,1,"Hulu","Content, Film, TV, Video, Video Streaming","Los Angeles, California, United States","Hulu is an online video service that offers a selection of hit shows, clips, movies, and documentaries through its website. ",26,"$100M to $500M","3/1/2007","day","Content and Publishing, Media and Entertainment, Video","2","1001-5000",3,6.83e+08,"3","Private","NA","Made Acquisitions, Was Acquired","12","3","M&A","8/3/2016","583000000","Undisclosed","271","24","NA"
"1455",0,1455,"Curacao","E-Commerce, Electronics, Retail, Shopping","Los Angeles, California, United States","Curacao is a one-stop online shop for electronics, home furnishings, entertainment, gifts and services.",35138,"NA","1/1/1978","year","Commerce and Shopping, Consumer Electronics, Hardware","1","1001-5000",1,1.5e+07,"1","Private","NA","NA","NA","NA","Private Equity","8/18/2011","15000000","Private Equity","0","10","NA"
"1238",0,1238,"GeoLinks","Internet","Camarillo, California, United States","GeoLinks is the B2B fixed wireless Internet Service Provider (ISP).",29425,"$10M to $50M","1/1/2011","year","Internet Services","NA","101-250",1,4801086,"NA","Private","NA","Made Acquisitions","1","NA","NA","3/28/2018","4801086","Venture - Series Unknown","NA","NA","NA"
"1055",0,1055,"Pitch","Artificial Intelligence, Mobile, Music, Music Education, Natural Language Processing, Software","Manhattan Beach, California, United States","Your sing-along AI coach",24594,"NA","2/1/2018","day","Artificial Intelligence, Data and Analytics, Education, Media and Entertainment, Mobile, Music and Audio, Science and Engineering, Software","1","1-10",1,1e+06,"NA","Private","NA","NA","NA","NA","Seed","6/30/2018","1000000","Pre-Seed","0","4","NA"
"489",0,489,"Virtualitics","Artificial Intelligence, Augmented Reality, Data Visualization, Machine Learning, Natural Language Processing, Software, Virtual Reality","Pasadena, California, United States","Virtualitics provides data visualization in virtual reality and augmented reality environments.",10846,"Less than $1M","1/1/2015","year","Artificial Intelligence, Data and Analytics, Design, Hardware, Information Technology, Science and Engineering, Software","4","11-50",3,11400000,"2","Private","NA","NA","5","2","Early Stage Venture","2/28/2018","7000000","Series B","2","2","NA"
"1596",0,1596,"Blockade Medical","Health Care, Medical Device, Therapeutics","Irvine, California, United States","Founded in 2011, Blockade Medical is a privately held company dedicated the development of catheter based therapeutic devices for the",38981,"NA","1/1/2011","year","Health Care","3","11-50",3,9378646,"2","Private","NA","Was Acquired","NA","NA","M&A","11/10/2015","2367687","Venture - Series Unknown","3","2","NA"
"16",1,16,"Dollar Shave Club","E-Commerce, Internet, Retail","Santa Monica, California, United States","Dollar Shave Club makes and delivers everything you need to look, feel, and shave like a million bucks.",200,"$50M to $100M","1/1/2011","year","Commerce and Shopping, Internet Services","2","101-250",7,163500000,"27","Private","NA","Was Acquired","2","5","M&A","11/19/2015","90700000","Series D","13","56","NA"
"454",0,454,"Zadara Storage","Cloud Computing, Cloud Data Services, Data Storage, Software","Irvine, California, United States","Zadara Storage offers enterprise-class storage as a service for private and public clouds.",10081,"$1M to $10M","1/1/2011","year","Hardware, Information Technology, Internet Services, Software","2","51-100",5,5.7e+07,"4","Private","NA","NA","26","4","Late Stage Venture","8/30/2018","25000000","Series C","4","3","NA"
